Incident Type,Incident Number,Incident Date,Violation Type,Violation Section,Violation Description,Location
ARREST,2000686701,"May 25, 2020 10:03:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),
ARREST,2000687001,"May 25, 2020 10:25:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"I-5S & sr-76, OCEANSIDE, CA 92054"
ARREST,2000687101,"May 25, 2020 10:30:00 AM",PC,245A1,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),"CROUCH STREET & SKYLARK DRIVE, OCEANSIDE, CA 92058"
ARREST,2000687501,"May 25, 2020 12:05:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"INTERSTATE 5 SB & STATE ROUTE 76 WB, OCEANSIDE, CA 92054"
ARREST,2000687701,"May 25, 2020 2:03:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),"N CLEVELAND STREET & SURFRIDER WAY, OCEANSIDE, CA 92054"
ARREST,2000688201,"May 25, 2020 5:20:00 PM",PC,488,PETTY THEFT(from Building) (M),3200 ROYMAR ROAD
ARREST,2000688202,"May 25, 2020 5:20:00 PM",PC,488,PETTY THEFT(from Building) (M),3200 ROYMAR ROAD
ARREST,2000688301,"May 25, 2020 6:27:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",1299 VANDEGRIFT BOULEVARD
ARREST,2000689102,"May 25, 2020 8:30:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1440 MISSION AVENUE
ARREST,2000689101,"May 25, 2020 8:30:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),271 ROYMAR ROAD
ARREST,2000689201,"May 25, 2020 9:56:00 PM",VC,23152A,DUI ALCOHOL (M),2361 BLISS CIRCLE
ARREST,2000689301,"May 25, 2020 10:25:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),195 S TREMONT STREET
ARREST,2000689401,"May 25, 2020 10:26:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","NORTH RIVER ROAD & WILSHIRE ROAD, OCEANSIDE, CA 92058"
ARREST,2000689601,"May 26, 2020 12:37:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),4400 FRAZEE ROAD
ARREST,2000689801,"May 26, 2020 1:01:00 AM",VC,23152(F),DUI ALCOHOL/DRUG (M),195 S TREMONT STREET
ARREST,2000689901,"May 26, 2020 6:10:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",3719 BAY LEAF WAY
ARREST,2000690101,"May 26, 2020 7:13:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),195 S TREMONT STREET
ARREST,2000690201,"May 26, 2020 8:18:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),195 S TREMONT STREET
ARREST,2000690401,"May 26, 2020 8:31:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1400 MARQUETTE STREET
ARREST,2000690701,"May 26, 2020 9:25:00 AM",VC,23152A,DUI ALCOHOL (M),1 OCEANSIDE PIER
ARREST,2000692401,"May 26, 2020 1:35:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),610 N CLEMENTINE STREET
ARREST,2000267701,"May 26, 2020 6:00:00 PM",PC,664/187(A),ATTEMPTED MURDER (F),656 BENET ROAD
ARREST,2000693901,"May 26, 2020 6:13:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),200 WISCONSIN AVENUE
ARREST,2000694101,"May 26, 2020 6:20:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",3490 MARRON ROAD
ARREST,2000694301,"May 26, 2020 6:30:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"N CANYON DRIVE & STATE ROUTE 76 WB, OCEANSIDE, CA 92054"
ARREST,2000694401,"May 26, 2020 7:10:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",1820 OCEANSIDE BOULEVARD
ARREST,2000694501,"May 26, 2020 8:00:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),4000 THOMAS STREET
ARREST,2000694601,"May 26, 2020 8:15:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1601 N COAST HIGHWAY
ARREST,2000694801,"May 26, 2020 9:35:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1601 N COAST HIGHWAY
ARREST,2000695101,"May 26, 2020 10:21:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),300 SURFRIDER WAY
ARREST,2000695301,"May 26, 2020 10:40:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","Frazee & SR 76W, OCEANSIDE, CA 92058"
ARREST,2000695401,"May 26, 2020 11:00:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),901 N COAST HIGHWAY
ARREST,2000696001,"May 27, 2020 4:46:00 AM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),300 SURFRIDER WAY
ARREST,2000697401,"May 27, 2020 9:15:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"S COAST HIGHWAY & WEST STREET, OCEANSIDE, CA 92054"
ARREST,2000697501,"May 27, 2020 9:20:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),400 PARKSIDE DRIVE
ARREST,2000697701,"May 27, 2020 9:30:00 AM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),300 SURFRIDER WAY
ARREST,2000698201,"May 27, 2020 10:30:00 AM",VC,2800.2(A),EVADE PEACE OFCR WITH WANTON DISREGARD FOR SAFETY (F),100 TYSON STREET
ARREST,2000697901,"May 27, 2020 10:41:00 AM",PC,242,SIMPLE BATTERY (M),1700 OCEANSIDE BOULEVARD
ARREST,2000698901,"May 27, 2020 12:30:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"N DITMAR STREET & WINDWARD WAY, OCEANSIDE, CA 92054"
ARREST,2000700501,"May 27, 2020 3:29:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),195 S TREMONT STREET
ARREST,2000701001,"May 27, 2020 5:35:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),4150 OCEANSIDE BOULEVARD
ARREST,2000701101,"May 27, 2020 5:45:00 PM",PC,3056,VIOL PAROLE:FELONY (F),"COLLEGE BOULEVARD & Towne Center DRIVE, OCEANSIDE, CA 92057"
ARREST,2000267702,"May 27, 2020 6:00:00 PM",PC,664/187(A),ATTEMPTED MURDER (F),4520 NORTH RIVER ROAD
ARREST,2000702001,"May 28, 2020 3:26:00 AM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,"Eb & I5SB, OCEANSIDE, CA 92054"
ARREST,2000701901,"May 28, 2020 3:40:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),100 BLOCK CEDAR ROAD
ARREST,2000703001,"May 28, 2020 10:15:00 AM",PC,3056,VIOL PAROLE:FELONY (F),316 N HORNE STREET
ARREST,2000704301,"May 28, 2020 1:59:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),4100 OCEANSIDE BOULEVARD
ARREST,2000679101,"May 28, 2020 3:00:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"S DITMAR STREET & GODFREY STREET, OCEANSIDE, CA 92054"
ARREST,2000639501,"May 28, 2020 4:55:00 PM",PC,245A1,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),"CROUCH STREET & SKYLARK DRIVE, OCEANSIDE, CA 92058"
ARREST,2000571301,"May 28, 2020 4:55:00 PM",PC,422A,THREATEN CRIME WITH INTENT TO TERRORIZE (F),
ARREST,2000705001,"May 28, 2020 5:25:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),1403 MISSION AVENUE
ARREST,2000705401,"May 28, 2020 7:20:00 PM",PC,459,BURGLARY (RESIDENTIAL) (F),1999 EL CAMINO REAL
ARREST,2000705901,"May 28, 2020 8:57:00 PM",PC,166(A)(4),CONTEMPT OF COURT:DISOBEY COURT ORDER (M),
ARREST,2000706401,"May 28, 2020 10:10:00 PM",PC,21310,CARRY CONCEALED DIRK OR DAGGER (F),200 BROOKS STREET
ARREST,2000706601,"May 28, 2020 11:36:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","S TREMONT STREET & WEST STREET, OCEANSIDE, CA 92054"
ARREST,2000706501,"May 29, 2020 12:01:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",1573 BOULDER CREEK ROAD
ARREST,2000706801,"May 29, 2020 3:00:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"S DITMAR STREET & GODFREY STREET, OCEANSIDE, CA 92054"
ARREST,2000707401,"May 29, 2020 7:54:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"N HORNE STREET & SEAGAZE DRIVE, OCEANSIDE, CA 92054"
ARREST,2000707601,"May 29, 2020 9:25:00 AM",PC,488,PETTY THEFT(All Other Larceny) (M),1601 CARMELO DRIVE
ARREST,2000708401,"May 29, 2020 11:40:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1202 S COAST HIGHWAY
ARREST,2000708402,"May 29, 2020 11:40:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),621 N COAST HIGHWAY
ARREST,2000708201,"May 29, 2020 11:45:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),621 N COAST HIGHWAY
ARREST,2000708301,"May 29, 2020 11:45:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"BENET ROAD & STATE ROUTE 76 EB, OCEANSIDE, CA 92058"
ARREST,2000708501,"May 29, 2020 11:49:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),0 W ALLEY 125 S TREMONT
ARREST,2000708202,"May 29, 2020 11:55:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"BENET ROAD & STATE ROUTE 76 EB, OCEANSIDE, CA 92054"
ARREST,2000708601,"May 29, 2020 12:07:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",2100 FIRE MOUNTAIN DRIVE
ARREST,2000708701,"May 29, 2020 12:25:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),4100 OCEANSIDE BOULEVARD
ARREST,2000709201,"May 29, 2020 2:47:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),815 N COAST HIGHWAY
ARREST,2000709901,"May 29, 2020 3:17:00 PM",PC,273.6(A),VIOLATE DOMESTIC RELATIONS COURT ORDER (M),200 BROOKS STREET
ARREST,2000709601,"May 29, 2020 3:30:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),13225 S COAST HIGHWAY
ARREST,2000709701,"May 29, 2020 3:38:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),501 CANYON DRIVE
ARREST,2000710601,"May 29, 2020 6:25:00 PM",PC,166(A),CONTEMPT OF COURT VIOLATE A GANG INJUNCTION (M),4291 BONITA DRIVE
ARREST,2000710701,"May 29, 2020 7:00:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","ADAMS STREET & MONROE STREET, OCEANSIDE, CA 92057"
ARREST,2000711101,"May 29, 2020 7:30:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",1827 S COAST HIGHWAY
ARREST,2000711301,"May 29, 2020 7:40:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"BUTLER STREET & MISSION AVENUE, OCEANSIDE, CA 92054"
ARREST,2000711501,"May 29, 2020 9:30:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),501 CANYON DRIVE
ARREST,2000711502,"May 29, 2020 9:30:00 PM",HS,11375(B)(2),POSS CNTL SUB W/O PRESCRIPTION (M),802 N COAST HIGHWAY
ARREST,2000711801,"May 29, 2020 11:00:00 PM",VC,23153(A),DUI ALCOHOL:CAUSING BODILY INJURY (F),1920 MISSION AVENUE
ARREST,2000712601,"May 30, 2020 3:45:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"DOUGLAS DRIVE & STATE ROUTE 76 WB, OCEANSIDE, CA 92057"
ARREST,2000714401,"May 30, 2020 2:22:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",1504 LORETTA STREET
ARREST,2000714101,"May 30, 2020 2:30:00 PM",VC,23152(F),DUI ALCOHOL/DRUG (M),150 RIVERSIDE DRIVE
ARREST,2000714601,"May 30, 2020 3:50:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),195 S TREMONT STREET
ARREST,2000715001,"May 30, 2020 4:25:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1990 OCEANSIDE BOULEVARD
ARREST,2000715301,"May 30, 2020 5:30:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),400 NEPTUNE WAY
ARREST,2000715501,"May 30, 2020 6:06:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),709 SAN DIEGO STREET
ARREST,2000715502,"May 30, 2020 6:06:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),0 500 CANYON
ARREST,2000715801,"May 30, 2020 6:30:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),310 ISTHMUS WAY##12
ARREST,2000716201,"May 30, 2020 6:45:00 PM",HS,11351,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE (,F3)200 SKYLINE DRIVE
ARREST,2000716601,"May 30, 2020 7:49:00 PM",PC,166(C)(1),CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER (M),
ARREST,2000716801,"May 30, 2020 8:46:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"COLLEGE BOULEVARD & OCEANSIDE BOULEVARD, OCEANSIDE, CA 92056"
ARREST,2000716901,"May 30, 2020 9:00:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",2900 INDUSTRY STREET
ARREST,2000717901,"May 31, 2020 2:27:00 AM",VC,23152A,DUI ALCOHOL (M),251 FREDRICKS AVENUE
ARREST,2000718601,"May 31, 2020 10:22:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","FALL PLACE & SUMMER DRIVE, OCEANSIDE, CA 92056"
ARREST,2000718801,"May 31, 2020 11:06:00 AM",VC,23152A,DUI ALCOHOL (M),705 COLLEGE BOULEVARD
ARREST,2000719101,"May 31, 2020 1:00:00 PM",PC,245A1,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),"CROUCH STREET & SKYLARK DRIVE, OCEANSIDE, CA 92058"
ARREST,2000720201,"May 31, 2020 5:01:00 PM",PC,242,SIMPLE BATTERY (M),200 ARCHER STREET
ARREST,2000720401,"May 31, 2020 5:01:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",660 DOUGLAS DRIVE
ARREST,2000720701,"May 31, 2020 6:30:00 PM",PC,243(E)(1),BATTERY:SPOUSE/EX SPOUSE/DATE/ETC (M),709 SAN DIEGO STREET
ARREST,2000720801,"May 31, 2020 7:30:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),1833 S OCEANSIDE BOULEVARD
ARREST,2000721201,"May 31, 2020 10:54:00 PM",PC,243(E)(1),BATTERY:SPOUSE/EX SPOUSE/DATE/ETC (M),9888 GENESEE AVENUE
ARREST,2000721401,"May 31, 2020 11:45:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),4569 DESMOND CIRCLE
ARREST,2000722701,"Jun 1, 2020 10:57:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",4002 VISTA WAY
ARREST,2000722901,"Jun 1, 2020 11:13:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),200 BROOKS STREET
ARREST,2000723001,"Jun 1, 2020 12:05:00 PM",PC,69,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),"FELINDA WAY & OLIVE DRIVE, OCEANSIDE, CA 92056"
ARREST,2000726201,"Jun 1, 2020 8:58:00 PM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),314 WISCONSIN AVENUE
ARREST,2000726601,"Jun 1, 2020 11:17:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),100 THE STRAND S
ARREST,2000726701,"Jun 2, 2020 1:45:00 AM",PC,245(A)(4),ADW WITH FORCE:POSSIBLE GBI (F),100 TYSON STREET
ARREST,2000727301,"Jun 2, 2020 7:26:00 AM",PC,368C,ELDER ABUSE/NEGLECT (M),2026 OCEANSIDE BOULEVARD
ARREST,2000728001,"Jun 2, 2020 7:32:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),1301 CARMELO DRIVE
ARREST,2000728601,"Jun 2, 2020 9:10:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","LAKE BOULEVARD & RIDGE ROAD, OCEANSIDE, CA 92056"
ARREST,2000728501,"Jun 2, 2020 9:27:00 AM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),477 HARBOR DRIVE
ARREST,2000732101,"Jun 2, 2020 9:39:00 PM",VC,23152A,DUI ALCOHOL (M),3500 COLLEGE BOULEVARD
ARREST,2000733001,"Jun 3, 2020 1:32:00 AM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),274 AVENIDA DESCANSO
ARREST,2000733801,"Jun 3, 2020 10:17:00 AM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),
ARREST,2000734301,"Jun 3, 2020 1:09:00 PM",PC,602,TRESPASSING (M),2100 VIA ESMARCA
ARREST,2000736401,"Jun 3, 2020 6:31:00 PM",VC,23152A,DUI ALCOHOL (M),115 S HORNE STREET##B
ARREST,2000736501,"Jun 3, 2020 7:46:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",650 DOUGLAS DRIVE
ARREST,2000736601,"Jun 3, 2020 8:00:00 PM",PC,242,SIMPLE BATTERY (M),"EL CAMINO REAL & SKYLINE DRIVE, OCEANSIDE, CA 92054"
ARREST,2000736201,"Jun 3, 2020 8:09:00 PM",VC,23152A,DUI ALCOHOL (M),1931 AVNDA PLAZA REAL
ARREST,2000736701,"Jun 3, 2020 8:51:00 PM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,3970 CAMEO DRIVE
ARREST,2000736801,"Jun 3, 2020 9:15:00 PM",PC,404.6(A),CAUSE/ETC RIOT:URGE DESTRUCTION OF PROPERTY/ETC (M),
ARREST,2000737001,"Jun 3, 2020 10:28:00 PM",VC,23152(F),DUI ALCOHOL/DRUG (M),
ARREST,2000737101,"Jun 3, 2020 11:35:00 PM",PC,242,SIMPLE BATTERY (M),3260 PRODUCTION AVENUE
ARREST,2000737901,"Jun 4, 2020 8:15:00 AM",PC,490.5A,PETTY THEFT FROM LIBRARY OR MERCHANT (M),510 CALLE MONTECITO
ARREST,2000738901,"Jun 4, 2020 11:15:00 AM",PC,459.5,SHOPLIFTING (M),1401 S COAST HIGHWAY
ARREST,2000737201,"Jun 4, 2020 1:20:00 PM",PC,186.22(B)(1),PROMOTE/ASSIST FELONY CRIMINAL STREET GANG (F),922 S MYERS STREET
ARREST,2000740901,"Jun 4, 2020 4:15:00 PM",VC,23152(E),DUI DRUG (M),4770 OCEANSIDE BOULEVARD
ARREST,2000741501,"Jun 4, 2020 7:57:00 PM",VC,23152A,DUI ALCOHOL (M),615 FREDRICKS AVENUE
ARREST,2000742101,"Jun 4, 2020 9:28:00 PM",PC,496D(A),POSS STOLEN VEH/VESSEL (F),1 PIERVIEW WAY
ARREST,2000742001,"Jun 4, 2020 9:34:00 PM",PC,245A2,ADW:ASSAULT WITH FIREARM ON PERS (F),"S OCEANSIDE BOULEVARD & State Tree DRIVE, OCEANSIDE, CA 92054"
ARREST,2000741701,"Jun 4, 2020 9:34:41 PM",VC,23152A,DUI ALCOHOL (M),"FRAZEE ROAD & MISSION AVENUE, OCEANSIDE, CA 92057"
ARREST,2000742301,"Jun 4, 2020 10:20:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",4625 FRAZEE ROAD
ARREST,2000742501,"Jun 4, 2020 11:41:00 PM",VC,23152A,DUI ALCOHOL (M),3881 MISSION AVENUE
ARREST,2000742701,"Jun 5, 2020 2:07:00 AM",PC,69,THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),3131 OCEANSIDE BOULEVARD
ARREST,2000742401,"Jun 5, 2020 2:30:00 AM",PC,594(B)(1),VANDALISM ($400 OR MORE) (F),"CANYON DRIVE & Sr-76 Wb Lanes, OCEANSIDE, CA 92054"
ARREST,2000743901,"Jun 5, 2020 12:04:00 PM",PC,1203.2(A),PROBATION VIOLATION:REARREST/REVOKE,
ARREST,2000744201,"Jun 5, 2020 3:00:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",3760 NORTH WAY
ARREST,2000744801,"Jun 5, 2020 6:21:00 PM",PC,602(O),TRESPASS:REFUSE TO LEAVE PROPERTY:OWNER REQUEST (M),"N CLEVELAND STREET & PIER VIEW WAY, OCEANSIDE, CA 92054"
ARREST,2000745801,"Jun 5, 2020 10:27:00 PM",PC,243D,BATTERY W/SER BODILY INJURY (F),3630 COLLEGE BOULEVARD
ARREST,2000745802,"Jun 5, 2020 10:27:00 PM",PC,243D,BATTERY W/SER BODILY INJURY (F),"ARCHER STREET & MISSION AVENUE, OCEANSIDE, CA 92058"
ARREST,2000746001,"Jun 6, 2020 12:50:00 AM",PC,273.6(A),VIOLATE DOMESTIC RELATIONS COURT ORDER (M),3240 MISSION AVENUE
ARREST,2000746301,"Jun 6, 2020 3:39:00 AM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),"BARNES STREET & MISSION AVENUE, OCEANSIDE, CA 92054"
ARREST,2000746901,"Jun 6, 2020 9:35:50 AM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),"S COAST HIGHWAY & GODFREY STREET, OCEANSIDE, CA 92054"
ARREST,2000748601,"Jun 6, 2020 5:50:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","EL CAMINO REAL & MISSION AVENUE, OCEANSIDE, CA 92058"
ARREST,2000748901,"Jun 6, 2020 6:09:00 PM",PC,243(E)(1),BATTERY:SPOUSE/EX SPOUSE/DATE/ETC (M),
ARREST,2000749001,"Jun 6, 2020 8:57:00 PM",PC,488,PETTY THEFT(Shoplift) (M),3200 ROYMAR ROAD
ARREST,2000749601,"Jun 7, 2020 1:20:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"JEFFERSON STREET & STATE ROUTE 78 WB, OCEANSIDE, CA 92054"
ARREST,2000749701,"Jun 7, 2020 1:48:00 AM",PC,242,SIMPLE BATTERY (M),"EL CAMINO REAL & SKYLINE DRIVE, OCEANSIDE, CA 92057"
ARREST,2000749702,"Jun 7, 2020 1:49:00 AM",PC,242,SIMPLE BATTERY (M),126 LIBBY STREET
ARREST,2000749801,"Jun 7, 2020 2:00:00 AM",VC,23152A,DUI ALCOHOL (M),3855 MISSION AVENUE
ARREST,2000751801,"Jun 7, 2020 3:43:00 PM",PC,245A1,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1900 APPLE STREET
ARREST,2000753101,"Jun 7, 2020 9:30:00 PM",VC,23152A,DUI ALCOHOL (M),195 S TREMONT STREET
ARREST,2000753501,"Jun 7, 2020 10:16:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",
ARREST,2000754001,"Jun 8, 2020 7:27:00 AM",VC,23152A,DUI ALCOHOL (M),420 S COAST HIGHWAY
ARREST,2000754901,"Jun 8, 2020 10:48:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","Douglas DRIVE & SR 76-WB, OCEANSIDE, CA 92058"
ARREST,2000757901,"Jun 8, 2020 6:19:00 PM",VC,20002(A),HIT AND RUN:PROP DAMAGE (M),521 VANDEGRIFT BOULEVARD
ARREST,2000758201,"Jun 8, 2020 8:00:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),100 N COAST HIGHWAY
ARREST,2000758401,"Jun 8, 2020 8:23:00 PM",PC,1203.2(A),PROBATION VIOLATION:REARREST/REVOKE,
ARREST,2000758701,"Jun 8, 2020 10:05:00 PM",PC,3056,VIOL PAROLE:FELONY (F),4904 NORTH RIVER ROAD
ARREST,2000759101,"Jun 9, 2020 7:14:00 AM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,901 N COAST HIGHWAY
ARREST,2000759901,"Jun 9, 2020 8:39:00 AM",VC,23152(E),DUI DRUG (M),4735 CALLE LOS SANTOS
ARREST,2000760101,"Jun 9, 2020 9:14:00 AM",PC,245A1,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),900 N COAST HIGHWAY
ARREST,2000760301,"Jun 9, 2020 9:30:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1205 MELROSE DRIVE
ARREST,2000761101,"Jun 9, 2020 12:30:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"S PACIFIC STREET & WISCONSIN AVENUE, OCEANSIDE, CA 92054"
ARREST,2000762601,"Jun 9, 2020 3:59:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),3855 MISSION AVENUE
ARREST,2000762501,"Jun 9, 2020 4:00:00 PM",PC,3056,VIOL PAROLE:FELONY (F),1640 OCEANSIDE BOULEVARD
ARREST,2000762901,"Jun 9, 2020 5:15:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),2160 EL CAMINO REAL
ARREST,2000763101,"Jun 9, 2020 6:39:00 PM",PC,417A1,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM (M),0 CAMP PENDLETON
ARREST,2000763701,"Jun 10, 2020 1:30:00 AM",PC,245A1,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),200 PIER VIEW WAY
ARREST,2000763801,"Jun 10, 2020 1:30:00 AM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),
